Age,Revenu,Genre,IMC,Achats,Score_Credit,Nombre_Enfants,Statut_Marital,Ville,Depenses_Mensuelles,Epargne,Temps_Travail,Satisfaction_Client,Anciennete_Client,Score_Sante
41,105827.0,femme,16.3,23,735,0,divorcé,saint-louis,65329.0,1159.0,11,4,13,72
47,117215.0,femme,21.4,7,396,0,célibataire,saint-louis,19217.0,4626.0,40,1,0,75
21,149461.0,homme,29.6,41,795,1,célibataire,dakar,93138.0,23440.0,41,4,2,95
47,76550.0,femme,24.4,44,577,3,marié,saint-louis,76141.0,36490.0,38,2,10,94
70,39826.0,homme,30.6,7,564,2,divorcé,dakar,32343.0,11630.0,12,3,6,80
19,115734.0,homme,16.6,3,308,4,divorcé,thiès,60822.0,44042.0,17,4,8,22
70,113511.0,homme,18.8,26,756,1,marié,thiès,23003.0,47656.0,11,3,2,73
26,26653.0,homme,19.1,35,572,1,célibataire,saint-louis,69538.0,6589.0,40,3,0,62
71,96941.0,femme,20.5,4,307,4,célibataire,thiès,42089.0,48241.0,58,4,18,29
74,48662.0,homme,27.0,32,507,4,divorcé,thiès,63595.0,23233.0,46,4,1,18
32,113818.0,homme,34.1,48,422,5,célibataire,kaolack,93197.0,35011.0,29,5,4,25
78,110081.0,femme,37.7,33,332,4,divorcé,dakar,92318.0,8177.0,38,1,16,89
53,51877.0,homme,36.0,29,812,0,divorcé,dakar,40029.0,34528.0,26,5,18,10
39,126562.0,homme,20.7,7,503,2,célibataire,saint-louis,89023.0,48970.0,19,1,4,19
20,87715.0,femme,26.6,38,817,5,célibataire,dakar,61324.0,38210.0,50,4,13,55
67,125091.0,femme,20.8,46,816,0,célibataire,kaolack,61962.0,26372.0,31,1,9,44
49,147632.0,femme,22.3,25,742,5,marié,saint-louis,49042.0,23508.0,15,2,6,67
21,94148.0,homme,28.1,36,638,2,divorcé,saint-louis,97601.0,14965.0,52,5,7,46
37,98186.0,femme,17.6,33,737,5,célibataire,dakar,86380.0,3236.0,43,5,7,75
26,138629.0,femme,21.2,6,744,0,marié,thiès,94859.0,15611.0,40,5,6,88
78,85316.0,homme,38.4,39,435,3,célibataire,thiès,55957.0,22282.0,21,3,12,57
63,43380.0,homme,,27,686,2,divorcé,thiès,92864.0,41003.0,21,3,13,9
31,125198.0,homme,26.7,38,324,1,marié,thiès,53739.0,15829.0,25,4,18,21
48,17356.0,homme,16.3,38,805,2,divorcé,kaolack,48733.0,8680.0,34,4,10,70
24,85326.0,homme,21.9,27,624,2,célibataire,saint-louis,55389.0,11340.0,31,3,1,23
75,107447.0,femme,36.8,13,637,2,célibataire,thiès,39715.0,31093.0,36,5,16,65
74,129994.0,femme,20.0,49,394,3,célibataire,kaolack,49116.0,21107.0,33,3,5,95
21,35049.0,femme,26.0,37,844,0,marié,saint-louis,66922.0,9148.0,21,1,8,84
31,120361.0,homme,16.3,3,445,1,marié,dakar,66251.0,43074.0,27,5,18,60
44,31082.0,homme,27.5,41,530,0,marié,dakar,71794.0,17499.0,54,3,4,6
18,15661.0,homme,16.5,17,794,5,marié,kaolack,27580.0,18165.0,56,4,8,71
35,17920.0,femme,35.7,43,337,5,célibataire,saint-louis,10823.0,43786.0,25,3,6,37
75,94561.0,femme,35.8,47,724,5,célibataire,thiès,17084.0,25226.0,13,2,3,20
74,23946.0,homme,34.9,24,736,0,célibataire,saint-louis,87991.0,18260.0,21,3,17,7
51,31309.0,femme,22.8,6,667,4,marié,thiès,20607.0,24916.0,58,5,17,88
34,70230.0,homme,36.1,37,644,3,marié,kaolack,92455.0,43910.0,42,3,19,27
41,126822.0,femme,29.0,27,459,4,célibataire,thiès,94930.0,30480.0,31,4,16,91
18,127340.0,femme,25.0,4,849,5,célibataire,kaolack,86355.0,32191.0,27,1,3,53
78,74321.0,femme,31.0,2,840,3,marié,saint-louis,21969.0,9546.0,57,2,15,30
35,89131.0,femme,19.4,30,644,5,célibataire,thiès,27333.0,49600.0,36,4,8,88
47,40963.0,femme,33.8,46,568,0,célibataire,saint-louis,87236.0,21921.0,51,2,1,40
22,116757.0,homme,21.9,41,567,3,célibataire,thiès,46668.0,48776.0,28,3,1,36
67,114259.0,femme,30.4,19,468,0,marié,saint-louis,21945.0,36940.0,57,2,3,37
56,54063.0,homme,25.2,18,332,0,célibataire,dakar,56526.0,45951.0,23,1,19,50
48,129225.0,homme,36.5,47,676,1,célibataire,thiès,57717.0,12836.0,34,2,19,75
55,131400.0,homme,38.9,10,513,4,célibataire,kaolack,69426.0,8989.0,43,2,16,36
79,95818.0,homme,37.2,39,739,4,célibataire,dakar,94166.0,13740.0,33,3,19,30
54,19703.0,homme,22.5,2,791,4,célibataire,kaolack,98896.0,30180.0,47,3,18,61
33,87099.0,femme,20.7,22,692,2,divorcé,saint-louis,88349.0,13102.0,32,5,2,17
55,46585.0,homme,27.4,6,788,1,divorcé,dakar,14601.0,15357.0,14,3,4,89
16,58585.0,homme,16.2,22,328,5,célibataire,saint-louis,22930.0,48381.0,53,2,9,5
26,41958.0,homme,16.6,6,338,5,célibataire,thiès,14333.0,30255.0,45,1,5,8
43,41017.0,homme,29.3,45,472,5,célibataire,kaolack,80935.0,36094.0,33,3,2,10
72,139677.0,femme,28.5,33,316,4,célibataire,saint-louis,27839.0,25221.0,45,5,16,94
40,44426.0,homme,39.9,41,355,4,marié,kaolack,61337.0,719.0,14,5,9,1
65,32778.0,femme,20.8,18,525,1,marié,kaolack,50204.0,17906.0,48,2,11,28
38,57229.0,homme,22.2,8,366,0,marié,saint-louis,30195.0,23140.0,15,3,0,50
46,101652.0,femme,18.7,47,496,4,divorcé,thiès,37848.0,1069.0,54,3,17,68
45,143267.0,homme,38.0,17,322,5,célibataire,kaolack,99229.0,7749.0,45,5,18,22
50,99878.0,femme,35.7,47,437,4,célibataire,thiès,60998.0,37655.0,13,2,3,6
22,72056.0,homme,37.7,44,772,3,célibataire,saint-louis,77390.0,44035.0,19,1,14,55
75,34975.0,femme,28.6,41,528,2,divorcé,thiès,41558.0,30720.0,10,2,8,76
31,103397.0,homme,26.8,24,616,4,divorcé,kaolack,12985.0,27937.0,30,3,5,61
41,48142.0,femme,23.9,13,500,3,marié,dakar,71794.0,18540.0,49,2,11,73
63,41916.0,homme,30.1,43,557,1,marié,saint-louis,53585.0,7944.0,48,4,17,99
72,79324.0,homme,26.9,24,779,3,divorcé,kaolack,94814.0,48702.0,46,4,14,79
75,111059.0,homme,38.5,38,422,4,célibataire,saint-louis,43326.0,10505.0,56,3,8,52
64,113317.0,homme,39.6,14,641,1,célibataire,thiès,94816.0,46217.0,40,1,12,42
17,50046.0,homme,35.1,15,470,3,marié,saint-louis,69261.0,11697.0,36,2,15,82
16,116459.0,homme,34.2,26,358,2,marié,thiès,44022.0,36907.0,26,1,12,84
63,60893.0,homme,32.3,39,764,0,divorcé,kaolack,25667.0,15221.0,32,3,0,34
77,116520.0,homme,20.0,9,559,0,marié,saint-louis,28065.0,7087.0,22,3,17,78
27,140818.0,femme,17.4,3,672,2,célibataire,kaolack,97191.0,21462.0,56,5,2,13
20,76272.0,femme,32.6,18,394,5,divorcé,dakar,20006.0,22789.0,36,1,16,92
52,82649.0,femme,33.5,27,424,0,célibataire,kaolack,81819.0,33400.0,29,3,4,68
47,79674.0,homme,17.1,20,340,4,divorcé,saint-louis,55076.0,2199.0,55,4,5,48
74,101475.0,femme,38.3,46,553,5,divorcé,dakar,78861.0,47316.0,22,5,16,17
70,76367.0,homme,18.2,13,306,4,célibataire,thiès,60393.0,44023.0,53,2,16,50
24,136750.0,homme,22.9,32,770,3,marié,dakar,13143.0,21737.0,33,5,0,0
56,133154.0,homme,32.1,47,810,3,marié,saint-louis,67505.0,49774.0,50,2,6,26
50,59738.0,homme,20.1,9,368,5,marié,saint-louis,22417.0,6073.0,12,4,15,63
34,48397.0,femme,17.3,18,380,5,marié,kaolack,41300.0,16744.0,52,2,4,59
63,97189.0,homme,23.9,29,841,5,célibataire,thiès,38896.0,10559.0,19,1,15,90
31,91367.0,femme,34.4,21,561,5,divorcé,saint-louis,60629.0,32695.0,10,2,3,88
18,135585.0,homme,25.9,2,388,1,célibataire,saint-louis,37606.0,48865.0,58,2,10,40
39,126453.0,femme,29.9,40,512,5,marié,thiès,71330.0,11659.0,23,4,12,13
69,34816.0,femme,16.5,17,565,3,célibataire,kaolack,17551.0,41890.0,42,2,7,19
71,94530.0,femme,39.7,10,592,4,divorcé,dakar,66422.0,13894.0,11,1,19,91
48,123856.0,femme,17.0,47,506,3,célibataire,thiès,77782.0,29160.0,11,5,14,84
39,86635.0,femme,39.2,1,632,0,célibataire,saint-louis,75391.0,29272.0,48,4,17,86
67,122803.0,homme,29.2,11,376,1,célibataire,thiès,73411.0,24512.0,50,4,6,10
26,50946.0,femme,39.1,5,587,1,divorcé,saint-louis,83185.0,33645.0,40,3,18,65
64,70204.0,homme,18.8,42,346,4,célibataire,kaolack,10888.0,46543.0,13,1,8,83
23,30563.0,femme,27.8,39,499,5,célibataire,dakar,67135.0,21179.0,43,5,10,23
51,107324.0,homme,20.1,43,726,3,marié,kaolack,39424.0,10691.0,28,5,9,88
53,24847.0,femme,17.2,28,509,0,célibataire,thiès,51559.0,16110.0,46,1,13,36
55,41155.0,femme,30.8,29,719,3,marié,saint-louis,21075.0,35291.0,18,4,15,85
35,94671.0,homme,21.0,1,453,5,marié,thiès,32699.0,45311.0,33,2,7,23
77,131891.0,femme,30.1,8,821,5,marié,thiès,57972.0,29845.0,22,1,0,14
50,98310.0,femme,18.7,46,714,2,divorcé,thiès,19950.0,39038.0,53,5,11,11
63,146691.0,femme,24.0,1,652,3,marié,thiès,15413.0,24967.0,39,1,2,94
77,49707.0,homme,34.8,28,456,4,célibataire,dakar,49305.0,28478.0,28,4,1,63
40,96537.0,femme,26.5,32,560,3,célibataire,saint-louis,13569.0,5088.0,50,3,15,30
50,106155.0,homme,31.1,9,376,1,marié,thiès,76778.0,40332.0,19,3,3,52
40,15281.0,femme,31.5,33,787,0,marié,saint-louis,40085.0,7066.0,51,2,1,93
33,91260.0,homme,23.8,7,754,2,marié,saint-louis,93845.0,2321.0,23,4,16,71
79,79178.0,femme,32.5,36,462,0,divorcé,saint-louis,46163.0,45900.0,49,2,19,43
61,48997.0,femme,39.1,32,314,0,marié,dakar,59592.0,24533.0,57,3,9,29
33,134273.0,homme,33.5,46,531,1,divorcé,thiès,97151.0,24509.0,58,4,19,34
17,147311.0,femme,27.8,5,494,1,divorcé,saint-louis,67333.0,41098.0,29,4,7,20
69,141945.0,homme,31.1,43,841,1,divorcé,kaolack,18039.0,8294.0,13,4,17,62
50,60272.0,homme,33.8,39,658,4,marié,saint-louis,18198.0,46321.0,47,1,17,91
31,104393.0,homme,30.7,44,630,3,divorcé,thiès,44354.0,38101.0,53,2,17,16
76,76212.0,femme,16.4,18,726,0,divorcé,kaolack,13824.0,25059.0,59,5,1,11
56,135030.0,homme,20.7,31,796,3,marié,thiès,60420.0,31248.0,48,3,11,17
51,71503.0,homme,35.5,26,785,3,divorcé,saint-louis,99535.0,40626.0,14,2,9,91
48,21570.0,femme,22.5,0,748,1,marié,dakar,13436.0,20703.0,51,3,7,59
19,83785.0,homme,33.6,42,712,3,célibataire,thiès,50857.0,38157.0,41,2,18,66
48,24110.0,femme,24.9,32,629,0,divorcé,thiès,26057.0,3205.0,15,5,9,14
29,94141.0,femme,28.5,39,446,0,marié,dakar,11310.0,34929.0,23,3,10,15
36,27115.0,femme,17.6,31,558,5,célibataire,saint-louis,85355.0,17848.0,15,5,13,21
63,54062.0,femme,20.3,4,591,2,divorcé,thiès,88993.0,33411.0,23,3,14,94
35,37911.0,homme,39.0,16,442,4,divorcé,saint-louis,76013.0,14986.0,21,1,9,62
71,119061.0,homme,37.4,7,664,3,marié,saint-louis,70022.0,11628.0,36,1,3,30
79,47556.0,homme,31.7,41,389,4,célibataire,saint-louis,18906.0,38119.0,35,3,6,0
23,143335.0,homme,27.0,33,463,4,marié,dakar,19868.0,4553.0,21,3,10,74
22,16969.0,homme,32.2,8,780,4,divorcé,saint-louis,28546.0,6518.0,17,5,2,5
18,58753.0,femme,30.8,22,383,5,divorcé,saint-louis,82855.0,38491.0,19,4,4,86
32,136863.0,homme,29.6,34,376,4,divorcé,kaolack,,7946.0,25,3,1,8
79,25225.0,homme,17.4,49,816,5,divorcé,kaolack,77381.0,610.0,35,2,11,51
48,138008.0,homme,31.2,6,784,0,célibataire,kaolack,33684.0,4302.0,17,2,4,79
63,120823.0,femme,34.5,14,403,3,célibataire,thiès,39858.0,34311.0,50,2,6,61
27,28669.0,femme,39.9,19,751,5,marié,thiès,55330.0,34234.0,54,1,3,57
74,139398.0,homme,16.3,49,786,2,marié,kaolack,69204.0,41876.0,38,5,10,18
66,125677.0,femme,33.5,24,638,4,marié,dakar,35293.0,14656.0,29,1,8,12
37,63320.0,homme,29.7,2,777,2,divorcé,dakar,66869.0,39004.0,26,2,3,31
37,103009.0,femme,19.1,23,308,0,célibataire,thiès,15704.0,18656.0,26,2,11,8
61,43625.0,femme,25.8,33,352,1,marié,thiès,11776.0,41811.0,48,3,15,48
45,39089.0,homme,24.5,45,376,4,marié,dakar,67255.0,4536.0,10,5,0,36
53,51487.0,homme,23.3,21,802,1,célibataire,saint-louis,58281.0,49871.0,38,4,7,30
53,125448.0,femme,33.5,10,615,2,célibataire,dakar,41236.0,42974.0,23,3,0,30
60,65138.0,homme,32.8,47,464,3,divorcé,saint-louis,76780.0,19856.0,26,1,19,58
66,69061.0,femme,30.1,7,578,1,célibataire,thiès,11333.0,36410.0,22,2,18,54
69,116376.0,homme,38.5,38,326,0,célibataire,thiès,79205.0,44830.0,38,2,3,18
23,94134.0,femme,24.4,42,369,4,marié,kaolack,93120.0,16447.0,43,2,13,62
42,62055.0,homme,21.9,34,517,2,célibataire,thiès,60946.0,45823.0,36,3,13,1
42,34508.0,homme,31.7,48,664,5,divorcé,saint-louis,65333.0,33327.0,55,5,8,44
49,125169.0,femme,20.8,45,605,0,marié,dakar,37277.0,34501.0,42,3,8,95
36,23125.0,homme,23.6,37,423,5,divorcé,kaolack,60606.0,8861.0,38,1,16,42
45,51059.0,homme,21.4,7,318,3,célibataire,saint-louis,11933.0,20278.0,46,2,14,97
48,118409.0,femme,17.7,36,556,4,divorcé,dakar,43514.0,1542.0,48,3,9,0
43,20704.0,homme,,26,595,3,divorcé,dakar,99893.0,42231.0,28,2,16,84
62,126279.0,homme,22.1,27,321,3,célibataire,dakar,72958.0,2415.0,55,1,8,60
79,133516.0,homme,27.4,39,749,4,célibataire,thiès,16827.0,43751.0,33,4,3,2
48,129044.0,femme,17.0,33,849,4,marié,dakar,40844.0,12905.0,23,4,13,90
20,44165.0,femme,32.8,31,347,5,marié,thiès,10792.0,21601.0,56,4,2,43
75,82203.0,femme,23.9,14,482,3,marié,dakar,49695.0,38155.0,46,2,11,6
76,19114.0,homme,33.9,43,734,2,célibataire,dakar,93187.0,21563.0,14,3,0,32
63,51321.0,homme,25.9,16,406,5,divorcé,thiès,52510.0,40955.0,33,2,0,8
34,88297.0,homme,20.7,32,487,4,divorcé,thiès,49137.0,6643.0,43,5,12,29
19,111652.0,homme,28.3,46,385,0,marié,saint-louis,94610.0,48435.0,59,3,13,17
50,114304.0,femme,19.1,45,755,5,marié,dakar,83410.0,24044.0,40,1,15,55
79,32772.0,homme,26.6,15,436,1,célibataire,thiès,92212.0,11246.0,39,4,6,89
64,118754.0,homme,23.6,28,635,2,divorcé,saint-louis,49632.0,2458.0,18,3,9,83
79,18712.0,homme,37.9,8,768,5,marié,saint-louis,46790.0,6028.0,36,3,14,30
32,147439.0,femme,,32,702,4,célibataire,thiès,93568.0,38215.0,37,4,7,71
59,130142.0,homme,32.7,48,839,4,marié,dakar,40885.0,34716.0,51,1,10,62
43,106736.0,homme,20.4,28,371,2,célibataire,saint-louis,75214.0,6306.0,35,2,13,86
45,66924.0,homme,23.7,12,323,1,divorcé,dakar,86544.0,41019.0,27,2,12,49
44,18726.0,homme,26.0,20,784,5,célibataire,dakar,54870.0,40860.0,45,3,12,88
61,104152.0,homme,37.8,20,355,5,marié,saint-louis,58110.0,27678.0,17,4,8,0
68,42723.0,femme,21.8,4,522,3,marié,thiès,15171.0,24908.0,27,5,16,81
21,141969.0,homme,18.2,9,478,0,divorcé,dakar,19589.0,12363.0,29,1,17,18
50,115494.0,homme,23.6,5,733,4,divorcé,kaolack,28077.0,14066.0,41,2,18,63
75,50643.0,homme,18.5,12,749,5,marié,thiès,74874.0,48897.0,38,1,12,52
56,118896.0,homme,19.1,0,791,5,marié,saint-louis,82246.0,48544.0,58,1,11,5
52,108680.0,homme,29.8,19,488,5,marié,kaolack,95772.0,32711.0,57,1,19,16
39,111546.0,homme,17.5,46,719,1,divorcé,dakar,48227.0,189.0,27,4,19,45
44,94973.0,homme,16.7,45,548,0,marié,thiès,24937.0,11752.0,16,4,7,71
64,78449.0,homme,33.1,7,463,5,divorcé,kaolack,19754.0,7482.0,10,4,10,72
61,124834.0,homme,24.7,9,554,2,marié,thiès,35688.0,16679.0,37,3,6,54
68,40537.0,homme,19.0,8,775,4,célibataire,dakar,17048.0,24552.0,42,4,0,90
46,92576.0,femme,22.1,48,716,3,célibataire,thiès,32568.0,799.0,59,3,9,99
50,122522.0,femme,31.4,40,469,2,marié,kaolack,85019.0,25381.0,13,2,14,5
75,37612.0,femme,22.6,2,616,4,célibataire,thiès,27545.0,9934.0,29,2,3,69
48,21471.0,femme,27.9,10,473,1,divorcé,saint-louis,92949.0,19084.0,45,2,0,67
67,46348.0,homme,18.9,11,769,0,célibataire,saint-louis,55217.0,41556.0,40,2,10,85
78,16177.0,femme,30.1,9,644,0,célibataire,kaolack,58122.0,9909.0,47,2,4,39
76,47779.0,femme,23.6,24,744,4,divorcé,thiès,43746.0,25931.0,37,4,18,90
36,36636.0,homme,31.0,48,317,2,célibataire,kaolack,18709.0,45183.0,12,5,18,65
47,96889.0,femme,35.4,48,369,3,célibataire,thiès,35358.0,25868.0,15,4,3,8
38,68551.0,femme,30.7,24,637,1,marié,dakar,21023.0,43558.0,54,5,1,10
48,61819.0,homme,23.1,10,826,4,divorcé,saint-louis,38756.0,13846.0,32,4,6,19
79,88770.0,homme,22.1,35,755,1,divorcé,dakar,73175.0,22257.0,16,2,12,42
18,93714.0,homme,23.9,38,568,0,marié,thiès,64281.0,28013.0,45,1,19,57
79,39596.0,femme,20.0,25,487,5,marié,dakar,59289.0,37482.0,10,5,11,77
33,79106.0,femme,20.3,13,828,5,célibataire,kaolack,68097.0,22875.0,15,1,1,25
40,74182.0,homme,35.0,38,733,3,célibataire,kaolack,86681.0,24717.0,33,2,8,37
57,102163.0,homme,25.2,39,587,1,célibataire,thiès,96728.0,11408.0,46,5,15,93
46,54310.0,femme,26.5,0,798,4,marié,saint-louis,57259.0,35607.0,54,1,7,35
69,71088.0,homme,30.3,3,740,3,divorcé,kaolack,28839.0,36281.0,45,4,17,98
73,143803.0,femme,30.2,29,602,2,célibataire,saint-louis,37410.0,27326.0,33,2,3,54
18,51914.0,homme,17.6,11,386,5,marié,thiès,21447.0,13601.0,47,4,10,5
55,125350.0,homme,36.0,34,737,4,divorcé,saint-louis,96569.0,1135.0,54,4,16,2
61,60379.0,femme,20.3,12,840,1,marié,thiès,85665.0,22741.0,38,2,7,64
39,61413.0,homme,33.4,30,321,3,célibataire,dakar,23907.0,11913.0,46,5,18,63
65,22151.0,homme,34.5,37,816,4,marié,thiès,31637.0,10101.0,54,3,7,57
47,72716.0,homme,,42,802,3,marié,dakar,48196.0,18631.0,41,3,5,57
62,108747.0,femme,29.9,22,766,3,marié,thiès,32369.0,6548.0,34,2,1,17
37,136999.0,homme,16.4,3,400,3,marié,kaolack,12589.0,37284.0,19,3,14,22
38,129793.0,homme,24.6,15,440,1,divorcé,kaolack,33560.0,36870.0,44,1,0,95
17,123177.0,homme,30.5,6,437,4,célibataire,saint-louis,13034.0,48985.0,34,5,5,28
78,27289.0,homme,25.3,21,527,0,divorcé,thiès,10169.0,27215.0,36,4,18,22
42,101365.0,homme,36.7,28,580,0,marié,thiès,13239.0,37279.0,54,4,3,35
57,129014.0,homme,23.4,10,730,1,marié,thiès,13415.0,19215.0,41,2,12,69
17,87588.0,femme,23.0,32,339,1,célibataire,saint-louis,95488.0,25582.0,21,4,14,80
41,78646.0,femme,22.4,28,818,5,célibataire,kaolack,86944.0,14024.0,13,1,8,81
32,18654.0,homme,24.0,38,510,3,divorcé,thiès,13484.0,11413.0,51,1,2,94
55,33743.0,femme,29.4,11,601,4,divorcé,saint-louis,63987.0,16319.0,35,2,1,5
48,63368.0,femme,33.0,6,385,4,célibataire,thiès,28225.0,19446.0,12,4,15,33
24,134735.0,homme,31.9,38,696,2,divorcé,dakar,90459.0,45483.0,26,3,17,43
58,134891.0,femme,35.4,41,552,2,marié,thiès,71104.0,40743.0,18,3,17,43
69,122971.0,femme,37.3,47,832,0,marié,dakar,30936.0,32036.0,38,5,5,26
63,27149.0,femme,35.6,25,680,2,célibataire,saint-louis,49612.0,12621.0,10,2,17,99
54,115102.0,femme,16.5,39,743,2,divorcé,saint-louis,94946.0,10511.0,27,5,10,51
44,74189.0,femme,,8,332,0,marié,kaolack,49952.0,19923.0,50,3,6,41
57,86031.0,femme,21.0,40,559,5,célibataire,thiès,68945.0,10558.0,29,3,13,24
70,57668.0,femme,19.2,33,533,0,divorcé,saint-louis,97399.0,32235.0,50,3,17,73
41,103204.0,femme,31.3,44,814,2,marié,kaolack,15380.0,526.0,43,5,6,38
50,52384.0,homme,23.7,12,607,4,divorcé,thiès,60298.0,1753.0,37,2,9,38
65,96929.0,homme,17.4,35,369,2,divorcé,saint-louis,96246.0,26248.0,57,1,7,11
40,142959.0,femme,19.3,24,753,3,divorcé,dakar,90821.0,14656.0,44,1,13,10
39,91153.0,femme,,23,738,3,célibataire,saint-louis,37260.0,23266.0,25,3,17,2
28,90388.0,homme,37.7,43,663,3,marié,dakar,42879.0,10220.0,30,2,4,21
75,46401.0,femme,16.6,16,780,5,célibataire,kaolack,26143.0,18038.0,22,2,13,3
73,134503.0,femme,21.0,1,443,1,marié,kaolack,59744.0,12741.0,44,4,9,7
22,142834.0,homme,26.0,12,323,3,marié,thiès,82949.0,4841.0,51,4,14,13
72,49084.0,homme,24.6,30,724,4,célibataire,thiès,41578.0,36809.0,41,5,5,83
51,125641.0,homme,37.9,28,474,5,célibataire,thiès,90262.0,30575.0,59,4,8,87
60,120111.0,femme,17.0,49,624,1,marié,kaolack,,41733.0,47,5,9,13
35,51041.0,femme,28.3,27,647,1,marié,dakar,73815.0,14418.0,15,1,16,91
16,103920.0,homme,32.3,26,317,3,marié,thiès,81519.0,37185.0,59,3,0,15
23,80681.0,homme,38.4,14,343,2,divorcé,thiès,29178.0,41745.0,47,2,13,31
79,96571.0,femme,30.9,30,454,0,marié,kaolack,85857.0,27881.0,47,1,3,63
61,142556.0,homme,35.3,39,676,2,célibataire,dakar,70197.0,14587.0,22,1,1,75
31,41160.0,femme,18.0,14,701,2,célibataire,saint-louis,46366.0,22268.0,55,5,2,15
29,32633.0,femme,25.3,32,524,1,célibataire,thiès,62955.0,448.0,48,3,6,51
27,32014.0,homme,25.0,19,516,1,marié,saint-louis,51911.0,37353.0,22,5,13,18
66,95532.0,homme,37.3,41,330,5,marié,saint-louis,93422.0,45519.0,56,1,11,68
38,64104.0,femme,19.6,11,358,5,divorcé,thiès,63619.0,8108.0,21,2,18,11
30,92231.0,homme,19.6,36,652,1,divorcé,kaolack,54296.0,48302.0,42,4,17,92
43,83388.0,homme,23.9,8,744,4,célibataire,thiès,32791.0,11443.0,37,5,14,4
49,31014.0,homme,17.3,22,534,4,divorcé,dakar,18301.0,22435.0,12,1,0,41
17,107578.0,homme,20.4,7,406,0,divorcé,dakar,45779.0,33062.0,27,4,2,16
47,55390.0,femme,39.2,31,490,1,célibataire,thiès,46894.0,1238.0,35,4,14,71
38,38711.0,femme,26.3,47,829,3,marié,saint-louis,,15321.0,49,1,3,93
78,106658.0,femme,31.2,13,544,5,divorcé,dakar,59250.0,16074.0,11,3,14,9
37,72993.0,femme,33.4,26,375,1,marié,dakar,80994.0,13049.0,13,1,9,83
66,22421.0,homme,24.8,24,846,4,célibataire,thiès,51770.0,35584.0,59,2,5,15
40,32727.0,homme,19.5,12,566,1,célibataire,thiès,32300.0,1098.0,37,4,12,15
78,19358.0,femme,23.5,44,420,1,célibataire,thiès,39485.0,34505.0,34,5,0,2
77,80108.0,homme,,30,324,3,célibataire,thiès,50285.0,35533.0,35,4,10,22
76,109018.0,femme,,36,731,0,célibataire,dakar,76555.0,46998.0,54,3,13,85
37,139457.0,femme,16.2,47,459,3,divorcé,dakar,42471.0,11434.0,56,1,5,27
73,46910.0,homme,28.6,42,413,4,divorcé,dakar,58671.0,44859.0,11,5,4,44
73,141888.0,femme,38.1,4,801,5,divorcé,saint-louis,30270.0,33178.0,51,2,18,99
37,70754.0,homme,35.5,12,465,5,célibataire,dakar,98151.0,27575.0,43,5,18,67
64,124847.0,homme,35.8,27,474,2,marié,dakar,23698.0,19329.0,39,3,12,23
67,53467.0,femme,35.1,42,300,3,célibataire,thiès,82265.0,37554.0,30,1,6,18
57,48893.0,homme,23.8,24,385,1,divorcé,kaolack,49729.0,41837.0,53,5,7,74
21,91329.0,femme,34.4,34,619,0,marié,dakar,21171.0,49938.0,46,2,13,39
30,46007.0,homme,19.4,46,700,1,marié,kaolack,89483.0,18493.0,53,5,18,45
69,69253.0,femme,,38,681,1,divorcé,dakar,70684.0,21830.0,32,1,18,39
58,27323.0,femme,31.4,6,617,3,marié,dakar,,38603.0,42,5,11,61
75,126335.0,femme,16.6,37,549,0,marié,kaolack,59948.0,34754.0,11,2,8,17
52,127356.0,homme,34.9,31,824,2,divorcé,thiès,44725.0,8126.0,36,1,13,11
48,125944.0,homme,37.7,2,555,1,marié,dakar,29450.0,41838.0,57,3,5,13
23,31456.0,femme,22.4,44,606,0,marié,kaolack,23300.0,40068.0,31,3,14,81
68,46367.0,homme,35.5,38,443,2,divorcé,dakar,94600.0,22093.0,43,4,12,60
75,69624.0,femme,18.0,36,690,1,marié,saint-louis,14441.0,48316.0,25,5,6,11
59,83008.0,femme,30.4,49,468,0,marié,saint-louis,29332.0,35171.0,29,2,10,26
59,140926.0,homme,27.7,21,597,3,marié,saint-louis,30115.0,8262.0,35,5,9,5
20,130395.0,femme,29.1,7,532,5,marié,saint-louis,97404.0,43270.0,25,1,0,87
54,131492.0,homme,38.2,16,570,5,divorcé,thiès,51997.0,20785.0,15,4,6,32
19,87240.0,femme,36.9,26,359,1,célibataire,saint-louis,96151.0,39469.0,54,2,17,79
21,79315.0,homme,34.8,32,595,1,célibataire,kaolack,23615.0,3295.0,53,5,2,49
60,25756.0,femme,22.6,45,766,0,marié,dakar,24732.0,15687.0,32,2,8,11
47,51378.0,femme,37.9,16,534,5,divorcé,kaolack,35367.0,45643.0,51,1,4,94
67,140703.0,homme,18.3,41,533,1,divorcé,saint-louis,52738.0,2121.0,46,4,12,56
45,71549.0,femme,36.5,11,667,2,marié,thiès,10981.0,3582.0,17,2,15,52
62,88794.0,femme,23.9,47,531,1,célibataire,saint-louis,72881.0,47245.0,15,1,15,12
50,60113.0,homme,17.3,45,790,5,marié,saint-louis,68609.0,30280.0,46,3,11,71
70,89069.0,femme,32.1,26,802,4,divorcé,thiès,97090.0,42589.0,31,2,17,2
55,140541.0,homme,21.6,47,680,5,divorcé,thiès,91666.0,38468.0,15,4,10,63
67,24686.0,femme,21.8,7,727,2,célibataire,thiès,94351.0,40000.0,41,2,16,83
31,68363.0,homme,23.3,22,663,0,divorcé,thiès,18566.0,37056.0,26,2,6,57
